selenium ace tablet	672
migraleve tablet	669
fosamax 5mg tablet	653
climaval 1mg tablet	652
olanzapine	650
olmesartan	642
colofac-100 tablet	630
metoclopramide	627
dovobet ointment	622
evorel conti patch	620
ipratropium	618
dicloflex 25mg e/c tablet	609
orlistat	608
vitamin b6 preparation	603
neoclarityn 5mg tablet	598
anastrozole	597
cozaar 25mg tablet	593
saw palmetto product	587
baclofen	585
lacidipine	584
amias 2mg tablet	579
vesicare 5mg tablet	572
eumovate cream	565
mefenamic acid	564
voltarol 25mg e/c tablet	563
celecoxib	553
buscopan 10mg tablet	549
trimethoprim	549
glucophage 500mg tablet	548
glimepiride	545
sodium valproate	540
calcichew forte 2.5g chewable tablet	539
bezafibrate	537
atrovent 20micrograms inhaler	526
doxycycline	526
lithium product	524
adizem-60 m/r tablet	520
nitrolingual 400micrograms spray	518
diovan 40mg capsule	513
duloxetine	512
aloe vera product	508
co-amilofruse	506
cosopt 2%/0.5% eye drops	502
ispaghula husk	498
alfacalcidol	497
antihistamine 60mg tablet	497
letrozole	495
zolmitriptan	495
docusate sodium	493
ibandronic acid	492
phenytoin	490
carbomers	488
peptac liquid	488
cardicor 1.25mg tablet	483
glyceryl trinitrate product	483
zomig 2.5mg tablet	482
aqueous cream bp	481
losartan potassium+hydrochlorothiazide 50mg/12.5mg tablet	481
xenical 120mg capsule	480
moxonidine	479
nebivolol	468
etoricoxib	467
aprovel 75mg tablet	465
aciclovir	463
hydroxocobalamin	463
amiodarone	462
amoxicillin	460
coracten sr 10mg m/r capsule	460
cipralex 5mg tablet	456
b12 - hydroxocobalamin prep	454
celluvisc 1% single-use eye drops	453
carbimazole	450
colpermin 0.2ml m/r gel e/c capsule	450
sodium cromoglicate	449
dutasteride	445
adalate 10mg capsule	444
clarityn 10mg tablet	443
bumetanide	441
arthrotec 50 tablet	439
rizatriptan	432
timolol	431
lumigan 0.3mg/ml eye drops	426
celebrex 100mg capsule	424
bimatoprost	422
sodium warfarin	422
e45 cream	418
actonel 5mg tablet	417
timolol 0.25% eye drops	415
co-proxamol	414
kliofem tablet	412
paracetamol + codeine	411
luteine	410
clonazepam	409
carvedilol	407
cimetidine	405
lofepramine	405
naratriptan	401
losec 10mg capsule	400
ortho-gynest 500micrograms pessary	399
adizem-xl plus m/r capsule	397
calcium carbonate+colecalciferol 1.25g/5micrograms tablet	397
solpadol caplet	396
etodolac	394
multivitamins capsule	392
travatan 40micrograms/ml eye drops	392
femulen tablet	390
ropinirole	389
bisoprolol fumarate+hydrochlorothiazide 10mg/6.25mg tablet	387
erythromycin	385
singulair 10mg tablet	385
beclometasone dipropionate+salbutamol	384
ovestin 0.1% vaginal cream	383
telfast 30 tablet	382
noriday tablet	381
hydrocortisone product	378
anadin tablet	375
syndol tablet	374
depo-provera 50mg/1ml injection	369
testosterone product	368
budesonide+formoterol	367
naprosyn 250mg tablet	365
buprenorphine	362
nortriptyline	360
zoton 15mg capsule	357
epanutin 25mg capsule	356
naramig 2.5mg tablet	355
prednisone	353
clomipramine	352
daktacort cream	351
cardioplen xl 5mg m/r tablet	350
calceos chewable tablet	349
crestor 10mg tablet	348
elocon cream	348
pentasa sr 250mg m/r tablet	348
quetiapine	347
diclofenac sodium+misoprostol	346
opticrom allergy eye drops	346
raloxifene hydrochloride	345
iron+folic acid	342
zolpidem	342
carbocisteine	341
indometacin	341
priadel 200mg m/r tablet	336
spasmonal 60mg capsule	335
penicillin	334
nitrofurantoin	333
cialis 10mg tablet	329
morphine	329
stemetil 5mg tablet	329
calcipotriol	328
epaderm ointment	327
respiratory mometasone	327
trimovate ointment	323
voltarol emulgel	323
topiramate	320
alverine	318
doublebase gel	318
levocetirizine	317
olmetec 10mg tablet	312
timoptol 0.25% eye drops	312
trandolapril	312
salazopyrin 500mg tablet	311
nitrazepam	310
chlorphenamine	308
salmeterol product	308
nurofen 200mg tablet	307
co-amilozide	306
lymecycline	306
zoladex 3.6mg implant	306
eprosartan	305
indomethacin	305
persantin 25mg tablet	304
pariet 10mg e/c tablet	303
norethisterone	300
ismn - isosorbide mononitrate	299
oestrogen product	297
sulphasalazine	296
kelp+garlic product	295
cefalexin	292
creon e/c granules in capsule	291
becloforte 250micrograms inhaler	288
hypromellose product	286
solpadol capsule	286
risperidone	283
climagest 1mg tablet	281
xalacom 0.005%/0.5% eye drops	278
lecithin product	277
zantac 75 tablet	277
dovonex 50micrograms/g cream	276
cinnarizine	275
colchicine	274
estriol product	271
hepacon b12 1mg/1ml injection	269
cardura 1mg tablet	267
imipramine	267
azopt 10mg/ml eye drops	266
otomize ear spray	266
carmellose	265
imodium 2mg capsule	262
mycophenolate	261
fluvastatin	260
pramipexole	260
penicillin v	259
peppermint oil product	258
calcium+ergocalciferol tablet	257
fucibet cream	257
trospium	254
airomir 100micrograms cfc-free inhaler	252
maxalt 5mg tablet	252
uniphyllin continus 200mg m/r tablet	252
brinzolamide	249
efexor 37.5mg tablet	249
allergy relief antihistamine 4mg tablet	247
levetiracetam	241
bisacodyl	240
tylex capsule	240
fosinopril	239
exemestane	237
leflunomide	237
plavix 75mg tablet	237
captopril	235
hydroxycarbamide	234
ferrous salt product	233
iron sulphate	233
normacol granules	233
senokot 7.5mg tablet	233
tacrolimus	233
dexamethasone+hypromellose 0.1%/0.5% eye drops	232
fludrocortisone	232
hormonin tablet	232
diprosalic ointment	231
nasobec aqueous 50micrograms nasal spray	231
travoprost	231
dilzem sr 60mg long acting m/r capsule	228
sodium thyroxine	227
quinapril	225
calcium carbonate+cholecalciferol 1.25g/5micrograms tablet	224
flomax mr 400micrograms m/r capsule	224
nabumetone	223
nasacort 55micrograms aqueous nasal spray	222
oilatum cream	222
rosiglitazone 1mg / metformin 500mg tablet	222
femseven 50 patch	221
plaquenil 200mg tablet	220
lodine 200mg tablet	219
combivent inhaler	218
loestrin 20 tablet	216
procyclidine	216
progynova 1mg tablet	216
liquifilm tears 1.4% eye drops	215
zapain caplet	215
testogel 50mg gel 5g sachet	214
zanidip 10mg tablet	214
amiloride	213
minocycline	212
ventolin 2mg tablet	212
vitamin b1 preparation	211
isotard 25xl m/r tablet	210
nuvelle tablet	210
cyclizine	208
metronidazole	207
asacol mr 400mg e/c tablet	206
avandamet 1mg / 500mg tablet	205
proctosedyl ointment	205
prednisolone product	204
cialis 20mg tablet	202
celebrex 200mg capsule	201
logynon tablet	201
tetralysal 300 capsule	201
viagra 100mg tablet	201
nicotine product	198
climesse tablet	197
flucloxacillin	197
progesterone product	195
viagra 50mg tablet	195
rhinocort 50micrograms nasal spray	194
ciprofloxacin	193
arcoxia 60mg tablet	191
magnesium citrate	190
senna product	190
imdur 60mg durule	189
phyllocontin continus 225mg m/r tablet	189
vitamin a	189
azithromycin	188
triamcinolone	188
terazosin	186
acyclovir	185
lisinopril+hydrochlorothiazide 10mg/12.5mg tablet	185
slozem 120mg m/r capsule	185
piroxicam	183
xatral 2.5mg tablet	183
cilest tablet	182
codeine phosphate+kaolin 10mg/3g/10ml mixture	182
half-inderal la 80mg m/r capsule	182
istin 5mg tablet	182
lorazepam	182
movelat gel	182
angitil sr 90 m/r capsule	181
chlorpromazine	181
adipine mr 10 m/r tablet	180
tenofovir	180
coversyl 2mg tablet	179
mucodyne 375mg capsule	179
premique cycle 10mg tablet	179
clobetasone	178
dothiepin	178
hydroxyzine	178
implanon 68mg subdermal implant	177
ismo - isosorbide mononitrate	177
manevac granules	177
cymalon cranberry 1.5g/5ml liquid	176
magnesium carbonate	176
paramax tablet	176
flu - influenza vaccine	175
sinemet-62.5 tablet	175
cipramil 10mg tablet	174
dorzolamide	174
dermol 500 lotion	172
tramacet 325mg/37.5mg tablet	172
ursodeoxycholic acid	172
vascalpha 5mg m/r tablet	172
lyrica 25mg capsule	170
zumenon 1mg tablet	169
forceval capsule	168
oil of peppermint	168
rennie duo oral suspension	168
viagra 25mg tablet	168
beclomist 50micrograms nasal spray	167
formoterol	166
zimovane ls 3.75mg tablet	166
coaprovel 150mg/12.5mg tablet	165
didronel 200mg tablet	164
hyoscine butylbromide	162
ispaghula husk product	161
madopar 62.5 capsule	161
pyridoxine preparation	161
brimonidine tartrate	160
motilium 10mg tablet	159
questran 4g/sachet powder	157
strontium product	157
mercilon tablet	156
betnesol 0.1% eye/ear/nose drops	155
indivina 1mg/2.5mg tablet	155
keppra 250mg tablet	155
norgeston tablet	154
budesonide product	153
depakote 250mg e/c tablet	153
ketoprofen	153
oestrogel 0.06% gel	153
amantadine	152
balsalazide disodium	152
phenobarbitone	152
merbentyl 10mg tablet	151
cyanocobalamin product	150
serc-8 tablet	149
reductil 10mg capsule	148
tears naturale eye drops	148
evista 60mg tablet	147
gamolenic acid	147
humira 40mg injection solution 0.8ml prefilled syringe	147
sodium bicarbonate	147
zirtek allergy 10mg tablet	147
micardis 20mg tablet	146
monomax xl 60mg m/r tablet	146
nitromin 400micrograms cfc-free spray	146
celiprolol	145
oramorph 10mg/5ml oral solution	145
tetracycline	144
clobetasol	143
menophase tablet	143
sodium cromoglycate	143
b12 - cyanocobalamin prep	142
care cetirizine hayfever relief 10mg tablet	140
enalapril maleate+hydrochlorothiazide 20mg/12.5mg tablet	140
oestradiol product	140
arcoxia 90mg tablet	139
vardenafil	139
zirtek 10mg tablet	139
anusol cream	138
glibenclamide	138
dexamethasone	137
mirapexin 0.088mg tablet	137
asasantin retard m/r capsule	136
canesten 1% cream	136
cozaar-comp 50mg/12.5mg tablet	136
irbesartan+hydrochlorothiazide 150mg/12.5mg tablet	136
nefopam	136
salbutamol+ipratropium 100micrograms/20micrograms inhaler	136
securon 40mg tablet	136
zydol 50mg capsule	136
phenobarbital	135
clotrimazole	134
liothyronine	133
protelos 2g sachets	133
sno-tears eye drops	133
synalar 1:10 cream	133
oxycodone hydrochloride	132
co-careldopa	131
capasal shampoo	130
chlorpheniramine	130
macrogol ointment	130
cabergoline	129
fentanyl	129
inderal 10mg tablet	129
kapake tablet	129
solpadeine capsule	129
buccastem 3mg tablet	128
desmopressin	128
dixarit 25mcg tablet	128
eltroxin 25micrograms tablet	128
nedocromil	128
amitriptyline hydrochloride+perphenazine 10mg/2mg tablet	127
indoramin	127
almotriptan	124
beclomethasone dipropionate+salbutamol	124
cetraben cream	124
berocca effervescent tablet	122
hydroxocobalamin product	122
migril tablet	122
phenoxymethylpenicillin	122
bendroflumethiazide+potassium 2.5mg/7.7mmol m/r tablet	121
cetraben emollient cream	121
deep relief ibuprofen gel	121
marvelon tablet	121
salbuvent 100micrograms inhaler	121
avodart 500micrograms capsule	120
codipar caplet	120
dorzolamide+timolol	120
glucose product	120
maxidex eye drops	120
antihypertensive	119
isosorbide dinitrate	119
mometasone furoate 0.1% ointment	119
protium 20mg e/c tablet	119
acrivastine	117
clarithromycin	117
dovonex 50micrograms/g ointment	117
felendil xl 5mg m/r tablet	117
glandosane plain spray	117
kalms tablet	116
loratadine product	116
natrilix sr 1.5mg m/r tablet	116
bicalutamide	115
polytar liquid	115
estradot 25micrograms patch	114
femara 2.5mg tablet	113
alphagan 0.2% eye drops	112
bromelains	112
tridestra tablet	112
perindopril+indapamide	111
dermol cream	110
oestrogel 1.25g gel	110
sandrena 0.5mg gel	109
vitamin k product	109
zestoretic 10 tablet	109
calfovit d3 powder for oral suspension	108
movelat cream	108
oxis 6micrograms turbohaler	108
ritonavir	108
sustanon 100 oily injection	108
trifluoperazine	108
co-amoxiclav	107
conjugated oestrogens	107
ibuprofen product	107
metronidazole product	107
phenergan 10mg tablet	107
benadryl allergy relief 8mg capsule	106
solpadeine tablet	106
dovonex scalp solution	105
folinic acid	105
metrogel 0.75% gel	105
regulan 3.6g/sachet powder	105
ascorbic acid product	104
atenolol+bendroflumethiazide	104
coversyl plus 4mg/1.25mg tablet	104
amisulpride	103
co-trimoxazole	103
colestyramine	103
lipantil micro 67mg capsule	103
nizatidine	103
piriteze 10mg tablet	103
amlostin 5mg tablet	102
dicycloverine	102
eplerenone	102
modafinil	102
aminophylline	101
azelastine	100
clonidine hydrochloride 25micrograms tablet	100
oilatum emollient bath additive	100
potassium product	100
protopic 0.03% ointment	100
selegiline	100
viazem xl 120mg m/r capsule	100
isosorbide mononitrate product	99
latanoprost+timolol	99
gastrocote liquid	98
glyclizide	98
salbulin 100micrograms inhaler	98
beta-blocker	97
ciprofibrate	97
solaraze 3% gel	97
diclomax sr 75mg m/r capsule	96
estracombi tts patch	96
glipizide	96
hydromol cream	96
laxative	96
locoid 0.1% cream	96
minims artificial tears single-use eye drops	96
promethazine product	96
yasmin tablet	96
alverine citrate+sterculia 0.5%/62% granules	95
polyvinyl alcohol 1% eye drops	95
rhumalgan 25mg e/c tablet	95
stalevo 50mg / 12.5mg / 200mg tablet	95
pilocarpine	94
timodine cream	94
trusopt 2% ophthalmic solution	94
diprobase ointment	93
lamictal 25mg tablet	93
ovranette tablet	93
sudafed 60mg tablet	93
actos 15mg tablet	92
dulco-lax 5mg e/c tablet	92
easyhaler salbutamol 100mcg breath-actuated dry powder inh	92
elleste-solo mx 40 patch	92
kapake capsule	92
volsaid retard 75mg m/r tablet	92
bezalip-mono 400mg m/r tablet	91
prothiaden 25mg capsule	91
repaglinide	91
sanomigran 500micrograms tablet	91
pyridostigmine	90
teoptic 1% eye drops	90
trisequens tablet	90
ventodisks 200micrograms/blister disks+diskhaler	90
capsaicin 0.025% cream	89
clobazam	89
cyclosporin	89
exorex lotion	89
motifene 75mg e/c+m/r capsule	89
vitamin a+d capsule	89
emtricitabine	88
micropirin 75mg e/c tablet	88
mometasone furoate 0.1% lotion	88
rinatec 0.03% aqueous nasal spray	88
sumatriptan product	88
zapain capsule	88
brufen 200mg tablet	87
otrivine 0.1% nasal drops	87
sinemet-ls tablet	87
fentanyl product	86
frumil tablet	86
fucidin cream	86
nytol 25mg tablet	86
solpadol effervescent tablet	86
aveeno cream	85
calciferol	85
ditropan 2.5mg tablet	85
ketoconazole 2% shampoo	85
antacid tablet	84
ferrograd 325mg filmtab	84
prostap sr 3.75mg injection (pdr for recon)+diluent+kit	84
stugeron 15mg tablet	84
geltears gel	83
monomil xl 60mg m/r tablet	83
neoral 10mg capsule	83
cortisone	82
emulsifying ointment bp	82
mintec 0.2ml e/c capsule	82
pred forte 1% eye drops	82
rapitil 2% eye drops	82
sandocal 400 effervescent tablet	82
aromasin 25mg tablet	81
co-diovan 80mg/12.5mg tablet	81
trimipramine	81
arcoxia 120mg tablet	80
cephalexin	80
plendil 2.5mg m/r tablet	80
rhinolast 0.1% nasal spray	80
ventide inhaler	80
calmurid cream	79
nebido 1000mg/4ml solution for injection	79
primidone	79
valsartan+hydrochlorothiazide 80mg/12.5mg tablet	79
zoledronic acid	79
diltiazem hcl+hydrochlorothiazide 150mg/12.5mg m/r capsule	78
lyrinel xl 5mg m/r tablet	78
pseudoephedrine	78
trihexyphenidyl	78
xismox xl 60 m/r tablet	78
nevirapine	77
haloperidol	76
lomotil tablet	76
sulpiride	76
vitamin a product	76
xyzal 5mg tablet	76
asmasal 100micrograms spacehaler	75
dried yeast 300mg tablet	75
femodene tablet	75
pulmicort ls 50micrograms spacer inhaler	75
seroquel 25mg tablet	75
amorolfine	74
ciclosporin	74
dianette tablet	74
fluconazole	74
novolizer budesonide 200micrograms/dose cartridge+inhaler	74
oxycontin 10mg m/r tablet	74
voltaren retard 100mg m/r tablet	74
algesal cream	73
aripiprazole	73
beclo-aqua 50 nasal spray	73
gavilast-p 75mg tablet	73
labetalol	73
mizolastine product	73
avandia 4mg tablet	72
benadryl 25mg capsule	72
buspirone	72
cyclo-progynova 1mg tablet	72
efavirenz	72
efudix cream	72
lustral 50mg tablet	72
methocarbamol	72
methyldopa	72
supralip 160mg m/r tablet	72
syntaris 25micrograms nasal spray	72
tenormin 25 tablet	72
zestril 2.5mg tablet	72
cacit d3 granules	71
co-beneldopa	71
diamicron 80mg tablet	71
maxepa 1g capsule	71
prazosin	71
teveten 300mg tablet	71
coro-nitro spray 400micrograms spray	70
regurin 20mg tablet	70
topamax 25mg tablet	70
atarax 10mg tablet	69
betagan eye drops	69
combined oral contraceptive product	69
half securon sr 120mg m/r tablet	69
requip 0.25mg tablet	69
tizanidine	69
vitamin d2	69
colazide 750mg capsule	68
piroxicam 0.5% gel	68
ponstan 250mg capsule	68
slow-k 600mg m/r tablet	68
almogran 12.5mg tablet	67
cefradine	67
dermol 200 shower emollient	67
migraleve duopack tablet	67
mysoline 250mg tablet	67
nebilet 5mg tablet	67
scheriproct ointment	67
stelazine 1mg tablet	67
betamethasone+calcipotriol	66
biotene oralbalance oral gel	66
daktarin 2% cream	66
dapsone	66
frovatriptan	66
lamivudine	66
minoxidil	66
olsalazine	66
aranesp 10micrograms/0.4ml prefilled syringe	65
fematrix 40 patch	65
medroxyprogesterone	65
provera 2.5mg tablet	65
theophylline product	65
bedranol 10mg tablet	64
bendrofluazide+potassium 2.5mg/7.7mmol m/r tablet	64
betacap scalp application	64
depixol 3mg tablet	64
hyoscine	64
methadone	64
naftidrofuryl	64
nicardipine	64
oxazepam	64
reboxetine	64
abacavir	63
acitretin	63
bzt - bendrofluazide	63
glycerol suppository	63
zispin 30mg tablet	63
beta-carotene product	62
entacapone	62
nizoral 20mg/ml shampoo	62
proscar 5mg tablet	62
adalimumab	61
alprostadil	61
ondansetron	61
valium 2mg tablet	61
aceclofenac	60
asmabec 50micrograms spacehaler	60
cortisone product	60
dyazide tablet	60
flupentixol	60
levobunolol	60
loperamide hydrochloride+simethicone	60
mebeverine hcl+ispaghula 135mg/3.5g/sachet granules	60
mizollen 10mg m/r tablet	60
monomax sr 40 m/r capsule	60
neotigason 10mg capsule	60
benadryl one a day 10mg tablet	59
betoptic 0.5% eye drops	59
fersamal tablet	59
predsol 0.5% eye/ear drops	59
rozex 0.75% cream	59
valproic acid	59
xyloproct ointment	59
care ibuprofen 10% gel	58
cocois ointment	58
felotens xl 5mg m/r tablet	58
ibugel gel	58
imedeen tablet	58
calcitriol	57
hydrochlorothiazide	57
itraconazole	57
ketoprofen 2.5% gel	57
loprazolam	57
micardisplus 40mg/12.5mg tablet	57
minims prednisolone 0.5% single-use eye drops	57
neofel xl 5mg m/r tablet	57
oilatum bath formula liquid bath additive	57
paracodol capsule	57
predfoam 20mg enema	57
sudafed 0.05% nasal spray	57
calcium sulphaloxate	56
casodex 50mg tablet	56
co-phenotrope	56
disulfiram	56
epinephrine	56
folicin tablet	56
hydralazine	56
amoxycillin	55
anusol hc ointment	55
mercaptopurine	55
one-alpha 250nanograms capsule	55
propiverine hydrochloride	55
zocor 10mg tablet	55
adrenaline product	54
copaxone 20mg injection (pdr for recon)	54
cyclophosphamide	54
diethylamine salicylate 10% cream bp	54
efcortelan 0.5% cream	54
genotropin 12iu multidose injection	54
loceryl nail lacquer	54
propranolol hydrochloride+bendrofluazide 80mg/2.5mg capsule	54
pulvinal beclomethasone diprop 100mcg breath-act dry pdr inh	54
salivix pastille	54
chlordiazepoxide	53
sibutramine	53
tolbutamide	53
becodisks 100micrograms disks+diskhaler	52
benzydamine	52
betnesol 500mcg soluble tablet	52
corsodyl original mouthwash	52
glivec 100mg tablet	52
goserelin	52
gtn 300micrograms sublingual tablet	52
remedeine tablet	52
desogestrel	51
hydrocortisone+miconazole	51
malarone tablet	51
meptazinol	51
mst continus 30mg m/r tablet	51
neurontin 100mg capsule	51
acarbose	50
balneum bath oil	50
bezalip 200mg tablet	50
cuprofen 200mg tablet	50
flunisolide	50
ibuleve gel	50
magnesium hydroxide	50
moduretic tablet	50
niacin	50
telmisartan+hydrochlorothiazide 40mg/12.5mg tablet	50
alphosyl cream	49
amaryl 1mg tablet	49
felodipine+ramipril	49
halibut-liver oil capsule	49
harmogen 1.5mg tablet	49
lormetazepam	49
mtx - methotrexate	49
ortho-dienoestrol 0.01% cream	49
propafenone	49
tritace 1.25mg tablet	49
unguentum m cream	49
zemtard 120 xl m/r capsule	49
cymbalta 30mg gastro-resistant capsule	48
half-sinemet cr m/r tablet	48
liquid paraffin product	48
paracetamol+tramadol	48
solpadeine soluble effervescent tablet	48
vitamin c+a+d tablet	48
acamprosate calcium	47
anafranil 10mg capsule	47
atazanavir	47
caverject 5micrograms injection (pdr for recon)+diluent	47
femodette tablet	47
ketoconazole	47
oestradiol 1.25g/dose gel	47
otrivine-antistin eye drops	47
oxygen gas	47
sodium clodronate	47
tetralysal 204mg capsule	47
ursodesoxycholic acid	47
chlortalidone	46
ergocalciferol product	46
fusidic acid	46
nytol 25mg caplet	46
paracetamol product	46
trinovum tablet	46
ursofalk 250mg capsule	46
canesten hc cream	45
clozapine	45
detrunorm 15mg tablet	45
ispagel 3.5g/sachet s/f powder	45
mst continus 10mg m/r tablet	45
cod liver oil+zinc oxide 11.4/38% ointment	44
cyproterone	44
diprosone cream	44
dipyridamole+aspirin	44
ibuprofen+menthol 5%/3% gel	44
locorten-vioform ear drops	44
migard 2.5mg tablet	44
nateglinide	44
oestradiol 25mg implant 36 week	44
simple eye ointment	44
brevinor tablet	43
clindamycin	43
ucerax 25mg tablet	43
capsaicin 0.075% cream	42
carbamazepine product	42
levitra 20mg tablet	42
mobic 15mg tablet	42
paracetamol+dihydrocodeine tartrate	42
propantheline	42
sando-k effervescent tablet	42
sotalol hydrochloride+hydrochlorothiazide 80mg/12.5mg tablet	42
traxam gel	42
zomorph 10mg m/r capsule	42
alphosyl hc cream	41
bricanyl 5mg tablet	41
capecitabine	41
cellcept 250mg capsule	41
estradiol+norethisterone acetate 1mg/0.5mg tablet	41
gentisone hc ear drops	41
maalox plus suspension	41
morphine sulphate+atropine sulphate	41
oestriol product	41
promazine	41
solpadeine plus soluble effervescent tablet	41
acupan 30mg tablet	40
balneum plus cream	40
exe-cort hydrocortisone 1% cream	40
levitra 10mg tablet	40
methylcellulose	40
metosyn 0.05% cream	40
motens 2mg tablet	40
niaspan 500mg m/r tablet	40
rynacrom 2% nasal drops	40
solpadeine headache soluble tablet	40
sulfadiazine	40
viramune 200mg tablet	40
benadryl plus capsule	39
chloramphenicol 1% eye ointment	39
cilostazol	39
doxepin	39
oxcarbazepine	39
oxycontin 20mg m/r tablet	39
sudocrem cream	39
zafirlukast	39
zineryt topical solution	39
chloroquine	38
dulco-lax 2.5mg perles	38
fenactol 25mg e/c tablet	38
ikorel 10mg tablet	38
kolanticon gel	38
misoprostol	38
sucralfate	38
